,별점,리뷰,추천 수,비추천 수
360,10,"영화를 보면서는 답답함의 한숨, 끝나고는 정신차리고 살아야겠다는 한숨을 내뱉게 만드는 영화. 대기업 독식, 하청, 노동의 유연화, 비정규직이 어떻게 시작되었는지 빠르고 간결하게 풀어냈다.나는 속지 않을 수 있을까? ...",13,3
361,10,이건 꼭 봐야한다고 생각합니다. 보는 내낸 화가 나면서 결국 돈있고 권력있는 사람들이 짜고치는 고스톱처럼 새판 짜고 그들만의 리그를 만들어서 중산층 몰락을 유도했다는 그 사실의 시작을 보면서 진짜 욕이 절로 나왔습니...,14,4
362,10,모든 배우들 연기가 좋았지만 유아인 역할이 없었음 다큐느낌에 지루했을지도‥ 누구든 꼭 봐야되고 느껴야될 영화! ,14,4
363,10,이런글처음써봅니다 전국민이 꼭봤음좋겠어요 ,14,4
364,10,과거를 다시한번 되새기며 다시는 그런과거를 격지않도록  다짐을 합니다. ,14,4
365,10,보는 내내 어렸을적 파산했던 저희 집이 생각나 한 참을 울었네요. 그 후에 엄청 고생하고 아빠탓만 했던 제가 너무 한심하게 느껴졌어요. 꼭 보세요!대한민국 국민이라면 더더 깨어있어야합니다! ,15,5
366,10,Imf에 대해 다시 생각하게 해주는영화 배우들의 연기도 실감나고 현실적인 이야기라서 좋았다 ,15,5
367,1,"감성팔이, 반미, 보이쉬한 여배우, 역사왜곡은 왜 항상 평론가들이 높게 평가하는지 모르겠다 ",16,6
368,1,"실제와 전혀 달랐던 줄거리, 한국은행에서 먼저 IMF 가자고 했었는데. 실제인것처럼 하면서 악마의 편집을 했다.한국은행 팀장이 경제차관에게 보고서를 던짐?말도 안되는 김혜수의 연기와 상황인데...보는 내내 불편하고 ...",16,6
369,10,"IMF는 국가의 안일한 무능과 무관심 재벌들의 자만으로 만들어진 국가적 인재였다 실패의 교훈과 반성을 깨닫지 않으면 재앙은 뫼비우스띠처럼 반복된다  이영화의 교훈의 메세지는 ""의심하고 끝까지 의심하라""...",16,6
370,10,40년이상 항상 조마조마하게 힘들게 사업을하시는 아빠에 대해 다시한번 생각해볼수있었던 영화였습니다.요즘 imf때보다 힘들다는 말을 흘려들었는데아빠모시고 밥한끼 먹어야겠어요ㅠㅠ ,16,6
371,10,위기는 지금도 존재한다는 메세지 하 힘든세상입니다 ,17,7
372,9,관람객옛날 생각에 마음이 찡했습니다. ,17,7
373,10,시대상을 절실하게 잘 보여줬고 배우들의 연기가 끝내줬음ㅎㅎ ,19,9
374,10,위기는 다시 또 찾아온다. 기회도 다시 찾아온다. 비판적 사고가 필요. 맹목적 믿음을 경계하라는 마지막 메시지 ,20,10
375,10,꼭 봐야합니다..몰입도 높은 연기 보여주신 배우분들께도 감사드리고 그 시절을 살아가지 않은 세대에게도 많은 깨달음을 주신 연출자분들께도 감사합니다 ,20,10
376,10,보는동안 울컥하고 속상하고 답답하고...그시절 부모님은 어땠을까싶었다...실제 그 시간을 견뎌내신분들은 이 영화가 멍든가슴을 더 아프게하지 않을까 싶기도하다 ,20,10
377,10,정치인들 참ㅋㅋㅋ노답이야 아주 ,21,11
378,10,관람객다시금 되셔겨 보게되었습니다. 아직도 끝나지 않고 지속되고 있는 이야기. .  눈물도 펑펑 흘리고 인상깊은장면도 많고 시간이 금방 갔네요^^♥ ,22,12
379,10,실제를 재구성해서 잘만들었네요 배우분들 연기에 감탄하고 갑니다^^ ,23,13
380,1,출연진 믿고 영화봤는데.. 페미니즘적 요소에 반미성향 등 불편~했어요그렇다고 영화가 재밌는건 아님.. 지루함.. 별점조작인건가? 보력지원인건가? ,24,14
381,1,감성팔이... 역겹다~ ,25,15
382,1,IMF  가 있었다는거 외에는  전부 허구인  좌빨선동 페미니즘 영화  이 영화의  메세지는 남자와  국가가  하는일은 무조건 믿지마라여자여 일어나라 좌빨이여 일어나라 이다 ,27,17
383,9,"관람객빅쇼트보다 더 흥미진진하던데요, 우리나라 이야기라그런가 ㅎ ",27,17
384,10,무지했던 근현대사 공부 재대로 했어요 ,27,17
385,9,끝나고 나서 한참을 앉아 있었다.. ,27,17
386,10,김혜수 허준호 조우진 뱅상카셀 연기 너무 좋았습니다 김혜수 배우님 역시 작품보는 안목 최고... ,28,18
387,10,유아인 말대로라면 나는 imf가 개입하길 잘했다고 생각한다. 어음설명보고 한국이 막장이였네 ,32,22
388,10,모두가 꼭 봐야 할 영화! 유아인의 연기가 돋보이는 영화였다. 자신의 생각이 그대로 현실이 되어가는 씁쓸함에 많은 생각을 담은 표정 역시 윤정학을 제대로 표현한 유아인의 명연기였다. ,51,41
389,9,관람객유아인 김혜수 연기 미쳣다마무리로 현시대 풍자까지너무너무 잘만든듯 천만 가야댐 ,55,45
390,10,현실을 바탕으로 해서 그런지 몰입감과 긴장감이 더 와닿네요. 유아인 배우는 류덕환 배우와 같이 영화에서 은근히 재미를 주는 캐릭터입니다. 하지만 고뇌를 하는 인물이죠. 유아인 역할 없었으면 우울 암담 영화로만 끝났을...,57,47
391,10,"관람객기대햇던  배우들  만큼  정말 베터랑 이후  또 유아인 의  연기에  빠져들었어요, 그리고  김혜수  ,감독님 작가  올해 본  영화중에서 최고 예요  이와갈이 마음으로  볼수있는 영화 많이 부탁드려요 ",104,94
392,10,허준호가 변하듯 그시대를 거쳐온 그들이 다들 꼰대가 된 이유가 있었어.. 자기잇속채우기 급급한 결정권자들 때문에 왜 아무죄없는 선량한 시민들이 고통받아야 되는지.. ,9,0
393,10,"결국 협상 내용대로 대한민국은 해고가 쉬운 나라가 되었고, 기득권층은 더 잘살고 서민들은 더 가난한 나라가 되었다. 국민들이 금을 모아서 기업들의 부채를 갚는데 사용했으나 기업들은 고마움을 모르는 현실. 그 시대의 ...",9,0
394,10,연기력최고...비정규직의 슬픔의 시작 ,9,0
395,10,1997년 IMF선언할 당시 난 잊을수가 없다. 난 그 당시 중3이었고 우리집이고 이웃집이고 이 나라  전체가 도산이던 날이었다. 그리고 우리가정은 무너졌다.. 한보그룹과 김영삼 그리고 그의아들 김현철때문이다. ,9,0
396,8,올해말 또 온다..준비하라... ,9,0
397,10,저때 차관은 지금 뭐하나??  최고의 영화!그땐 어려서 몰랐다 ㅜ ,9,0
398,10,이때를 생각하면 진짜 정치인들 구덩이 크게 파서 다 뭍어버려도 속이 안풀림 진짜 그때 자살하신분들 많았음 ,9,0
399,10,20년 전 imf때 아빠가 해주셨던 말씀들이 하나도 빠지지 않고 나와서 깜놀함.그게 다 리얼 팩트였구나. 근데 우리집은 주식 부자여서 폭망. 알았어도 전혀 유아인처럼 되지는 못했음. ,9,0
400,8,위기에 베팅 하즈아!! ,9,0
401,10,"몰입감 최고, 배우님들 연기력 최고..!! ",9,0
402,8,관람객다들 연기가 좋아서 몰입도가 높았어요 ,9,0
403,6,배우 연기력 10점 시나리오 8점 감독 연출력 5점주고 싶은영화 ,9,0
404,10,"IMF를 거치는 3명의 인물을, 그저 2시간의 역사 영화를 보기 보단, 마지막 감독이 한 말에 집중해 스스로 미래를, 인생을 보는 것이 우리에게 더욱 중요하다 생각합니다 ",9,0
405,10,"IMF를 가까이에서 느껴보지 못 해, 그 무게를 몰랐는데.. 내가 얼마나 세상을 모르는지, 조금은 느낄 수 있었어요. 우리나라는 정치 얘기하면 분위기 파악 못 하는 사람 취급하는 문화가 있는데, 그거부터 바뀌어서 모...",9,0
406,9,여러가지 이유로 화가 나는 영화였다. ,9,0
407,10,재미없을수있지만 나는 몰입감은쩔었음. 한번쯤은 봐야하는 영화. ,9,0
408,10,관람객먹먹해지는 영화였다 그때 나는 초등학생이었지만 생생히기억한다나는 유아인말에 너무공감한다나는 절대 믿지않고 속지읺는다 여기에 그것에 ,9,0
409,9,"전혀 기대하지 않고 봤는데 나쁜놈, 불쌍한 사람, 그리고 그 사이에서 이득을 보는 사람.. 한 시대에 있는 3개의 그룹을 보면서 나는 어느 대열에 끼고 있고 어느 대열에 낄까? 생각드는 영화 ",9,0
410,10,이건.봐야함. 시대상이 그대로 보여짐... 유아인 김혜수 연기 대박 차관은... 욕이나와서 말하지 못하겠음 최고임 ,9,0
411,10,출연진들 모두가 연기 장난 아님니다 ,9,0
412,10,관람객국가가 믿고 의지할수 있을만한 존재인가 생각하게되었음 ,9,0
413,8,이거 보고 엄마한테 IMF때 어땠냐고 물었는데 죽을만큼 힘들었다고 말하는 엄마 보면서 너무 마음이 아프도 또 이런 일이 일어날까 두려웠다.. ,10,1
414,10,"하.,재미고뭐고..진짜 그 시대 속 상황을 설명해주셔서 감사합니다 ",10,1
415,10,그때 생각도 나고 아직도 그날의 연장선에 있다는 실감도 나고 여러가지 생각을 하게 만든다. 김혜수씨나 유아인씨를 비롯해 연기자들의 연기덕분에 몰입할수있었다. 왜 이런 이야기가 이제야 나왔는가 아쉽기도했다. 가슴 먹먹...,10,1
416,8,직간접으로 겪어본 세대를 위한 다큐같은 영화. 씁쓸한 결말. 왜곡없이 사실을 적나라하고 불편하게 잘 만듦. 마지막에 드러나는 살짝 개연성없어보이는 남매지간은 아쉽지만 감독이 말하려는게 뭔지 끝까지 잘 보여줌. 그리고...,10,1
417,10,하...보면서 내가 어렸을 때 곁에서 눈치로 느꼈던 그 슬픔이 다시 올라와서...먹먹했습니다 ,10,1
418,6,"힘내자고 버티면 된다고 용기를 주었던 거래처 사장의 모습을 장례식장에서 영정사진으로 보는 순간 눈물이 왈칵 쏟아져 내렸다. 그 장면이 뇌리에 콱 박혀버렸다. 따뜻한 사람은 떠나고,  차갑고 지들 밖에 모르는 이들은 ...",10,1
419,10,이시대에 우리가 꼭 봐야 할 영화 배우들의열연이 빛났고 너무 좋았습니다 ,10,1
420,8,"영화 재밌더라... 시대의 충신의 외로움도 잘 보여주고... 우리 교수님께서 나에게 시대의 충신은 외롭고 힘들다고, 하지 말라고 하셨던 말씀이 생각났던 영화.. ",10,1
421,10,영화 보고나니 먹먹한 슬픔이 올라왔다 ,10,1
422,10,영화보고나서 많은생각을 하게되었습니다배우들의 연기가너무좋아서몰입이 계속됬습니다 ,10,1
423,10,미국을 왜 악의 축으로 그리나요? 김대중이 대우그룹한테 한짓이 안나와서 아쉬워요 후속편 기대할께요 ,10,1
424,9,"충격을 준 허준호의 변화는 프리젠테이션으로 윤정학이 말하던 여신(與信:빌려줄 여, 믿을 신) 이 맹목적인 믿음이 무너졌을 때 우리 삶이 어떻게 흔들리는지 메세지를 묵직하게 잘 표현한 것 같다. ",10,1
425,9,화나고 화나고 화나고명장면 유아인 배우 프리젠테이션 몰입감 최고bbb 허준호 배우와 교차 편집으로 영화에 확 빠져들게 함 ,10,1
426,1,소규모 개방경제 국가에 자원의존도 똥망인 나라에서 모라토리움 선포? ㅋㅋㅋㅋ대학교 학부수준 경제이론 이나 공부고 영화 만드시길 ㅋㅋㅋ ,11,2
427,10,"아주 오래 전, 역사 선생님이 알려주셨죠. IMF 이후로 비정규직, 취업난 등 우리가 이렇게 먹고 살기 힘들어진 거라고. 또한 미국은 역사적으로 봤을 때 이타적인 나라는 아니라고. 또한 각 조약 내용에 관심을 기울이...",11,2
428,10,"핵심은 imf구제금융 신청은 대기업 재벌 부자들을 위한 조치였고 그 위기 속에서 노동자 약자들은 고통속에 삶은 피폐, 부자들만 배불리는 정보는 그들만 공유하구 평민들은 평생 당하구 사는유아인처럼 아무도 믿지말라 ",11,2
429,10,"관람객아,,,정말 그냥 가슴이 아프고 화난영화,,부모님이 얼마나 힘들어했을까,,부모님께 잘해드려야겠어요,,ㅠ영화보는내내울컥하고 잘해드려야지ㅠ ",11,2
430,10,김혜수는 말할것도없이 좋았고 역시 유아인 연기에 한번더 반했음 너무 좋았다ㅠㅠㅜ 배우들 연기가 좋았음~ ,11,2
431,10,관람객한국인이라면 봐야될.. ,11,2
432,10,배우들의 연기력에 몰입도 폭발! 시간이 어떻게 흘러가는지 모르고 봤다 ㅠ ㅠ 흡입력 최고 ,11,2
433,10,영화로 끝날께 아닌영화 ,11,2
434,10,대한민국 국민이라면 꼭 보셔야 합니다. ,11,2
435,10,모든배우분들연기최고! ,11,2
436,9,관람객생각보다 더 재밌다. 그리고 더 심각하다. ,11,2
437,10,한국인이면 무조건 봐야되는 영화 목록에 추가할께요 ,11,2
438,10,"""난 속지않아!"" 꼭봐야할 영화! ",11,2
439,10,모든 배우의 연기는 최고다. 유아인 짱 ,11,2
440,10,"유아인 배우 좋아해서 보러갔어요. 내용은 진정성있고 영화 특유의 판타지스러운 결말이 아닌 현실을 그대로 보여주는 영화라서 인상 깊게 보았어요. 좋은영화라는 말도, 지루하다는 말도 이해가 가지만 저는 좋은 영화라는 쪽...",11,2
441,2,한팀장을 선으로 로정해놓고 끌고가는 감독의 의도가 너무 드러나는 영화란 느낌이 강합니다.IMF가 아니라면 모라토리움을 하겠다는게 대안이고 답인가? 참나 어이가 없네. 국가적으로 엄중했던 사건을 감정자극 선동영화로 만...,12,3
442,10,유아인 같은사람들이 ㄹㅇ위기가 기회로 지금은 엄청난 재벌로 살고있네... ,12,3
443,1,김혜수 말대로 했으면 지금 한국은 없음 ㅇㅇ 이미 망해서 난민됐음ㅇㅇ ,12,3
444,1,영화 보니까 경제 팩트는 집어치우고 주구장창 미국과 대기업은 악이고 IMF를 저지하려고 했던 좌는 늘 선이고 서민은 블루칼라고.. 1차원적인 무능한 보수 정부 늘 악이니 믿지마라. 라는 메세지만 주구장창 집어 넣은 ...,12,3
445,10,관람객유아인의 캐릭터가 멋있었다. ,12,3
446,10,관람객보는 내내 뒷 자석 아저씨가 한 숨을 내쉬었다.. 그 때 그 시절 울 아빠의 한 숨 소리를 듣는 듯 했다. ,12,3
447,10,영화가 좀더길었으면할정도로 재밌게봤어요!!추천! ,12,3
448,7,일단 기승전결리 없는 영화고 임팩트 부분도 별로없다.배우들의 연기만있지 해결된 결과도 없엇고. 사람의 심리 변화와 믿음이 사라진 시대는 표현이됬는데.. 그당시 사람들의 절망감 표현역시 한강다리에서 한명떨어진걸론 부족...,13,4
449,10,밀리미언년도에 태어난 때라 IMF잘 몰랐는데 영화로 통해서 지세히는 아니여도 그래도 알게 되어서 좋았어요!! 배우분들 연기가 짱이예요! ,13,4
450,5,1. 그 시절을 지나온 사람들의 마음을 건드리는 부분이 있다는 것은 인정. 특히 명예퇴직/비정규직 동의서를 받아드는 장면에서는 눈물도 약간 날 정도... 2. 하지만 김혜수 역시 대안이 없다. 국민이 알권리가 있으니...,14,5
451,1,중립적이어야 할 소재였는데 감독이 그시대 이해도가 떨어졌음 흉내만 냄 ,14,5
452,8,관람객마지막 유아인 연기 쩔었네... 길에서 ,14,5
453,10,관람객씁쓸한 현실이 나의 현실이 됐을떄의 공포감이란.. ,14,5
454,1,ㅋㅋㅋ 첨엔 그럴싸하더니 문슬람 영화였네. 외국자본 들여오면 망하고. 대기업 살리면 망하고. 구조조정하면 망하고. 노동유연성하면 망하고. 뜬금 반미?에 노조드립. 흥선대원군=김혜수역. 감성을 자극하여 역사를 허구로 ...,15,6
455,6,관람객지금의 상황과 너무나 비슷한 위기의 국가...유아인의 역할이 중심이 아이여서 조금 아쉽고  김혜수와 연관관계로 나와 문제 해결을 같이하는 역할 이였음 하는 아쉬움이 남는 영화였읍니다 ,16,7
456,8,스토리 탤링 플롯 연출 모두 훌륭하다. 긴장감을 잘 이끌어내 지루하지 않다. 한국영화 특유의 감성팔이 최대한 줄여 마음에 든다. 유아인 및 배우들의 연기 뛰어나다. 경제학에대한 배경지식이 없다면 조금 소화하기 힘든영...,16,7
457,9,묵직한 메세지..청년들이 꼭 보길바랍니다. ,16,7
458,10,알바들 너무 저급하네무거운 주제의 영환데도 지루하지 않게 느껴지고 숨죽이고 봤어요. 있을 법 했던 에피소드만 나와서 몰입이 더 잘됐어요. 지금 경제상황도 그 때랑 비슷한 거 같아서 더 생각이 많아지네요. ,16,7
459,10,교육적인 효과가 큰 영화네요 ,16,7
460,8,자영업하고 있어서 더욱 진지하게 봤습니다 ,16,7
461,10,반복되는 역사속에서 당신은 어떻게 할 것인가? ,16,7
462,1,좌빨반미감성에 절여진 영화 ,17,8
463,1,요즘 남자를 대놓고 악역으로 세워놓고 오직 여자만 정의라고 내세우는 영화가 많네 소재는 참 좋은데 굳이 그런 연출을 넣어야 했었나? 현실은? 응 젠더갬수성 ^ ^ ,17,8
464,5,이 영화는 문재인을 겨눈거라고 하더니 맞네요...문재인 덕에 나라 망하는 꼬라지 보게 됬네요....북괴 다 퍼주고 대한민국은 북한과 같이 거지가 되어가는 과정 입니다..문재인은 탄핵이 답인가요? ,17,8
465,10,그시대를 살았던 사람들은 어떤 나이였어도 나름대로의 기억이 있을것이고 어떤 부분에서는 반드시 소름이 끼칠 부분이 있을 영화이다. 나또한 그랬다. 영화로서도 훌륭한 구성을 보였다. ,17,8
466,10,20년전 이러한 일이 있었는지 몰랐다. 그 시절 버텨주신 분들에게 존경을 표한다. 그리고 그저imf 정도만 알고 있던 나에게 이러한 사실을 알게 해준 이영화에게 고맙다. ,17,8
467,1,"이거보고 제발 IMF에 대해 안다고 떠들지말자 쪽팔리니깐. 실제 있었던일이랑 비교해서 사실인 부분 10%도 안되고, 김혜수캐릭터 오지게 미화해놨음. ",18,9
468,4,김혜수는 늘 나 김혜수요. 어쩜 저리 연기가 똑같을까? 눈빛도 목소리도 변화없음. ,18,9
469,10,다시는 이런일이 없기를~~~우리 아버지 세대가 정말 대단하다는걸 느꼈다~ ,18,9
470,10,초등학교때 뉴스에서 항상 imf때려됏는데 그땐 어려서 아무것도몰랐는데 크고나서도 관심없어 잘 알아보지않았는데 시대적인 배경과 그때당시 우리위 현재 50 60대들이 얼마나 힘들었을까 간접적으로 경험하고 기억에 많이 남...,18,9
471,1,반미 페미 좌좀영화에 감성팔이밖에 없고 금융의 'ㄱ'자도 모르는놈이 스토리쓴듯 개노잼 ,19,10
472,10,관람객어려운 경제용어를 유아인의 프레젠테이션으로 더 쉽게 이해하고  영화속으로 몰입할수 있게 되는거 같았다.   배우들 연기굿굿!!! ,20,11
473,10,한마디한마디가 인생사 도움되는 말 많고요.유아인을 누가 나쁘다라 말할수 있는지...현재를 대중매체와 정부가 농락하고 그거에 휩쓸린 사람들이(본인역시) 바보고 OO이지... 항상 누군가에 의존하고 휩쓸리지말고 스스로 ...,20,11
474,10,김혜수가 다한 영화 역시 믿고 보는 김혜수 ,21,12
475,10,혜수님 덕에 진짜 믿고 봤습니다 영화 내용도 너무 좋았어요 !! 10점 줄만한 영화인것같아요 :) ,21,12
476,10,믿고 보는 김혜수님...그 당시의 상황을 겪어보지않았음에도 몰입할 수 있었던건 김혜수 주연의 명품연기 덕이라고 생각합니다. 역시 갓혜수 짱짱! 믿고보는 김혜수라는걸 여실히 느꼈네요 ㅎㅎ ,23,14
477,10,우리에게 필요한 영화!!!! ,24,15
478,10,대한민국 국민으로 꼭 봐야할 영화임 ,27,18
479,10,"유아인 같은 사람이 실제로 있을까? 시대를 읽고 파도를 타는 사람들 존멋! 나라를 팔아먹는 사람도 있는데, 위기를 기회로 만드는 사람은 영웅이지!  그리고 지금도 위기는 계속된다. ",31,22
480,9,유아인이 다 설명했잖아. 한국 경제가 얼마나 어이없는 '실체 없는 믿음' 으로 돌아갔었는지. 이건 언젠가 수술했어야 해. 조우진 생각이 틀린 건 아니었다고. 김혜수 말대로 급한 불 끄면 얼마나 달라졌을...,33,24
481,10,어제보고왔어요~ 영화는 몰입감좋구요 끝나고 나서 제일 기억에남는 배우는 유아인씨네요 영화에서 윤정학 스토리가 제일 빈약함에도 존재감을 드러낸다는것은 보통 연기력과 아우라가 아니면 안될듯하네요~ ,43,34
482,9,유아인의 '안속아' 라는 말이 가슴이 아프네요슬픈영화가 아닌데 슬프고 눈물나네요 ,47,38
483,10,긴장감과 몰입도도좋고 오랜만에 김혜수연기도좋고 믿고보는 유아인~^^잼써요 ,50,41
484,10,솔직히 유아인 연기한 윤정학 아니었으면 그냥 다큐였네요 ㅜ 유아인 때문에 영화적 재미도 느끼며 봤습니다. 배우들 연기 좋아서  10점 줍니다 ,55,46
485,10,"유아인 ,김혜수 짱입니다. 잘보고 집들어가네요 ",56,47
486,10,유아인의 연기는 말이 필요없이 영화의 몰입감을 높여주었고  김혜수.조우진의 팽팽한 대립각. 허준호의 상실감이 쉼없이 연결되면서 영화는 긴장감과 사실성.깊이감이 더해졌다. 누구도 믿을수 없다는 대사가 마음까지 울리는 ...,58,49
487,10,"유아인, 김혜수, 조우진,  허준호, 이 4명의 배우들의 연기력에 감탄할 수 밖에 없었다.. ",63,54
488,10,"10점까지는 아니고, 8점임.  근데 볼만한 가치 매우 있음. 이런 기념비적(?) 영화가  필요함. 유아인 연기력 굳. 조우진 연기력 굳. 김혜수 허준호 연기력 굳. 아직도 우리는 당하고 있음. 삼바삼바! ",64,55
489,10,"영화 잘봤다  뱅상카셀 카리스마 대박 , 유아인 이영화의 활력소담담 비주얼담당 연기잘하네 김혜수, 조우진 맞대결 고구마 많이 먹음 ㅜ ",68,59
490,10,자칫 지루할수 있는 영화에 유일하게 유아인이 나올때마다 웃음이 터지고 통쾌 유쾌하다. 유아인 투자자들 앞에서 프레젠테이션할때 캬 몰입력 쩐다. 배우들 캐릭터들의 열연 박수. 근데 마지막 갑분남은 에러 ,77,68
491,10,유아인이 너무 매력적이다. 세 사람의 스토리도 좋지만 다음에 이런 천재 금융맨 소재 메인으로 해서 제대로 보고싶네. 나는 윤정학처럼 살고 싶다 ,88,79
492,10,유아인님 김혜수님 연기가 너무 좋습니다. 영화 좋아요~!!! 마음이 무거워지고 생각하게해주는 영화입니다. ,89,80
493,9,싸우는 재정국팀에서  웃음주도하는 윤정헉팀 재미가 쏠쏠 유아인 겁나 연기잘하고 잘생겼당 ,122,113
494,9,유아인 캐리가 아니었으면 고구마로 질식사했을것 같은 영화...IMF당시의 경제적 위기와 그로 인한 국민들의 혼란과 고통을 간접적으로 체험시켜준 영화였습니다. ,152,143
495,10,유아인 연기 너무 멋있어요 ㅠㅠ 완전 몰입감 있고 꼭 보세요 진짜... 평점이 괜히 높은게 아니예요 진짜 배우들 연기 너무 잘하셔서 끝나고 한참동안 기억에 머물러요 ,163,154
496,10,난 안속아~ 유아인의 대사가 내내 생각하게 만드는 영화 ,241,232
497,10,유아인 연기는 최고였다 ,279,270
498,9,몰입도 쩐다. 잘 만들었고 이 나라 역사서 같은 영화 ,8,0
499,8,20년도 지난 오늘... 역사가 반복될까봐 두렵다. ,8,0
500,10,20년이 지났다 시간이 지났다고 지금은 IMF가 국민들 때문에 터졌다고 왜곡질 하는 놈들도 있는데 똑바로 봐라 실제 있었던 사실이다 ,8,0
501,6,"김혜수, 유아인 명배우의 연기력이 돋보이는 영화..IMF를 겪은 세대로서 영화의 몰입도, 시나리오 전개.. 연출. .  많이 부족한 영화 ... ",8,0
502,10,연기좋고 재밌네요 볼만합니다 ,8,0
503,10,지금도 달라진게 없는 현실이라 더 현실감있는 영화. ,8,0
504,10,관람객배우들 믿고 봤습니다. 좋은 영화였어요. ,8,0
505,10,관람객잊지말고살아야할지난날의현실 ,8,0
506,10,유아인 : 나는 절대 안속아  / 허준호 : 그 누구도 믿지말고 너자신만 믿어라.... 지금 이세상을 살고 있는 대한민국 국민이라면 누구나 이영화를 한번씩 보길 권유하고싶다. 지금 우리경제.. 그때랑 너무 비슷하게흘...,8,0
507,10,관람객연기자들 연기력 최고지만 같은상황이 반복되는 현실이 답답하네요 ,8,0
508,10,다들 김혜수 연기만 찬양하고 있는데... 영화 내용과 한국 경제 심각성엔 언급이 없는게 아쉽다.이러니 대한민국 서민들은 아직도 모를수 밖에.대한민국이 여전히 식민지 국가라는 것을.. ,8,0
509,9,관람객볼만한영화 입니다. 다들연기 잘하네요 ,8,0
510,10,김혜수랑 유아인이랑 스쳐지나가는 씬이없어서 ㅜㅜ 계속 기다렷는데 잉 언제 만나나 ,8,0
511,8,관람객배우들 연기 진짜 좋았어요. 그 시대를 잘 그려내어서 또 좋았어요 ,8,0
512,10,보는 내내 불편한 현실을 봐서 슬펐지만 분명한 메세지를 느낀 영화였어요!! ,8,0
513,9,보고나서 먹먹해짐.김혜수씨와 유아인씨의 이야기를 각각 진행시켜서 같은시대지만 이렇게 다를수 있다는걸 보여줌. 계속 먹먹한 기분이 들지않게 함.유아인씨 대사 /내가왜? 내집인데.. 이때 개쩔었음.김혜수씨..캐릭터는 주...,8,0
514,10,관람객 대부분이 결말을 아는 내용임에도 상황에 맞는 적절한 연출과 배우분들의 뛰어난 연기가 영화를 몰입감 있게 만든것 같다. 강추! ,8,0
515,10,픽션이많건적건 그날의우리가 어땠는지 확실히 보여주는 영화. 좌빨우파 어쩌고 다떠나서 한국인이라면 꼭한번 들여다봐야할내용. 연기한배우들은 마치 그곳에서 바로 온것만같은 절실함과 오만함이 뼈를때리는 사실감의 연기력.지겹...,8,0
516,10,배우들 연기 덕에 끝까지 몰입하고 볼 수 있었던...재밌었음!!! ,8,0
517,10,너무 잘봤습니다. 다들 연기력이ㄷㄷㄷ ,8,0
518,10,배우 연기 잘 봤습니다. ,8,0
519,10,배우들 연기력에 몰입력 최고. IMF때 있지도 않았지만 그래서인지 새롭게 다가왔던 느낌. 진짜 강추 ,8,0
520,10,과거였지만저마다 개개인의 삶의 고충을잘 나타내어 우리나라 경제위기를현재의 젊은세대들에게도잘 표현한 작품입니다.각 배우들의 연기력에도박수를 보냅니다.꼭 보세요. ,8,0
521,10,꼭 봐야하는 영화에요 추천합니다 ,8,0
522,9,"보는 내내 마음이 불편했다. 저 시절의 철없었던 나와, 시절에 직격으로 고통받으셨을 아버지가 떠올라서. 저 당시 [금모으기][달러모으기] 운동이 있었는데, 1달러 가져가면 1팬티를 주는 행사가 있었다. 철없던 나는 ...",8,0
523,10,관람객재미있게 잘봤습니다 배우들 연기 정말 좋아여 ,8,0
524,9,"학교에서조차 제대로 알려주지않았던 1997년 IMF의 진실, 이런 영화는 꼭 봐야함 ",8,0
525,8,관람객자세히 몰랐던 한국의 역사에 대해 알고가는기분입니다 좋네요! ,8,0
526,10,"여러가지 생각을하게됨.위기를기회로바꾼자들,정경유착과 파이키우기, 그 과정에서 희생된사람들 ..특히 스텐리스사장이 자살하지않고 버티다가 개인주의로빠지게 된 그장면이 안타까웠음. 그리고 그게 역사였고 되물림된다는사실과 ...",8,0
527,10,당연한 것을 당연하게 생각하자 않는 것. 완전 명대사. 우리가 알고있는 얼마 안된 역사 하지만 그 속에 숨겨진 우리가 알지 못 한 사실들. 물론 픽션이 가미되긴 했지만. 정말 몰입하게된 영화. ,8,0
528,10,"결국 imf이후로 노동자는 노예가 되고 대기업은 사내유보금이 넘쳐나며,소비는 닫히고 자영업자는 죽어나며, 정치에 무관심하면 국민이  노예가 된다 곧 부동산 버블 터져서 파탄날꺼 까지 예견하고 있다.역사는 반복 되니까...",8,0
529,10,"정말 아무 기대 없이 본 영화였습니다. 영화평 쓰는 것도 처음이네요. 그당시 중학생이었던 저에게도 마음이 아파 여운에서 벗어날 수 없는 영화였습니다. 그냥, 많은 분들이 봤으면 좋겠네요. 마지막 대사 잊을 수 없네요...",8,0
530,10,아버지 고맙습니다 그리고 사랑합니다아무도 믿지마라 그게 너가 사는길이다 ,8,0
531,8,배우 연기력이 살린 영화~ 대기업들 부도를 말로 처리한 부분이 좀 아쉽네요..좀 더 자세하게 보여줬음 좋았을걸 ,8,0
532,10,역사적 사실을 기반으로 만든 영화들을 무조건 좌빨로 몰아붙이는 것들은 대가리에 오직 빨갱이 사상밖에 없나? 그럼 나라를 망하게 했던 세력들과 잘좀처하지 그랬냐! 힘없는 소시민들이 자발적으로 내놓은 금으로 기업들 빚을...,9,1
533,9,관람객배우들 연기 굿  기대없이 봤는데 재미있게 봤네요 ,9,1
