,별점,리뷰,추천 수,비추천 수
9892,8,관람객잇워스굿이엇어요오오 ,0,0
9893,10,응답하라1997  슬픈버젼 ,0,0
9894,10,영화를 보고 나오는데 뭐 이딴 영화가 다있냐 라는 말이 들렸다. 그 사람은 뭐가 불편한 것일까? 서로 다른 세가지상황으로 당시 현실을 적나라하게 표현하고자 한 영화 지난 과거와 현실을 한번 생각해보게 한다 인물 간 ...,0,0
9895,10,ㄹㅇ 박수칠뻔함 영화관에서 ,0,0
9896,10,배우들 연기 너무 좋았고이게 현실이였고 앞으로 더 큰일이 일어날것이라는게 무섭다 ,0,0
9897,9,관람객슬프지만 그래도 볼만한 영화였습니다 ,0,0
9898,6,"인물간의 대립감을 잘 조성하여 긴장감 조성, 슬픔과 기쁨을 대조되는 모습으로 감전선을 잘 이끌었다. 하지만 자유시장에서  1차 산업과 제조업의 기계화 및 정보화는 실업과 경제 독점은 피할 수 없다고 본다,다소 강한 ...",0,0
9899,10,관람객기대없이봤는데재밌네요 ,0,0
9900,10,이영화가 신파라는사람들은.. ㅋ ,0,0
9901,10,한국 서민이면 봐야할영화 ,0,0
9902,10,잘 만든 영화다.호불호는 갈릴듯 ,0,0
9903,10,세븐일레븐이 생각나면 좋아요 ,0,0
9904,8,관람객중간중간 지루했지만 볼만했어요 ,0,0
9905,10,굿 먹먹해졌다 지킬건지키자 그 아무도 니껄 지켜주지 않아 ,0,0
9906,10,옛날 생각이나네요그때 그시절.. ,0,0
9907,8,"짜임새있는 스토리, 교훈을 주는 영화,이 두가지로 충분했다 ",0,0
9908,8,혼란스럽다 그래도 공감되어 맘이 아파오는건 사실이니깐 ,0,0
9909,10,대한민국 IMF는 현재도 ING~ ,0,0
9910,9,'빅쇼트'의 한국어 번역판 ,0,0
9911,10,imf시절 거제도... 내가 초딩 5-6학년 그때 많은  애들이 전학을왔다  그때 조선소는  건장했다 오히려 더 잘나갔다 왜냐고 배를 팔면 달러를 받기때문에 ... 어찌보면 그때 효자종목이었다 허나지금은 깊은 침체기...,0,0
9912,9,IMF 시절~무서웠죠근데 앞으로가 더 걱정입니다 ,0,0
9913,10,20OOO 부동산은 으찌댈까잉? 그리고 기업은? ,0,0
9914,10,정말... 줘패고싶은 캐릭터 ㅇㅈ ,0,0
9915,10,헤븐조선에서 핼조선으로.. ,0,0
9916,6,내 삶에 엄청난 충격과 공포를 안겨 준 것만으로도 아직 채 가시지 않는 두번 다시 겪고 싶지 않을 IMF.복기 해 볼 가치가 있는 계몽영화. ,0,0
9917,7,다시금 그시절로 돌아간다 제현그이상의 무언가가 부족하다 ,0,0
9918,10,IMF가 다시 생각나는 영화 ,0,0
9919,10,볼만했다벌써20년전이야기 ,0,0
9920,10,1997년 헤븐조선이 헬조센으로 전락하는 그 순간. ,0,0
9921,10,과거사 VIVA KOREA 현재     FANTASTIC KOREA그러나  그래도 살아있는 민초들그들을 받치고있는 포기치 않는 일부 지성 ,0,0
9922,8,전체적으로 다 괜찮았는데 결말이조금 아쉽네요 ,0,0
9923,8,"아프지만 잊을 수 없는 과거, 그리고 현실. ",0,0
9924,10,영화의 역할에 충실한 작품. ,0,0
9925,8,98년에 태어난 사람으로서 그 시대에 무슨 일이 생겼는지 궁금해 관람했습니다. 참 씁쓸하고 시린 영화였네요 ,0,0
9926,10,카메라앵글처럼 시야를 반쯤가리고 보았다.어찌 저 상황을 눈뜨고 편히볼수있을까. ,0,0
9927,10,다음은 하루 2만명 여기는 3천명 집계이걸로 영화평 끝! ,0,0
9928,10,imf때 고2였는데 그때를 생각나게 해준 영화 ,0,0
9929,10,꼭 봐야함 문재인만 바꼈지 나머진 그대로!!!! ,0,0
9930,9,제목만 봐도 눈물나네요.. 그시절 생각이나서. ,0,0
9931,10,배우들 연기만으로도 추천한다. ,0,0
9932,10,중딩 아이와 함께 보았는데 매우 좋았습니다 ,0,0
9933,10,자신들 이익만을 추구하고 국민들을 무지로 보는 고위층들의 비리를 쏙쏙 뽑아낸 영화정말로 우리나라 국민이라면 꼭 봐야한다!! ,0,0
9934,10,살짝 무서움.... 분위기가 ,0,0
9935,10,오늘봤다알바도아니고난40대 그때당시아픔을느낄수있었다한번보기를추천 ,0,0
9936,8,조우진 진짜 역대급 개발암캐릭터였다~ 결국 유아인이야 말로 최종승자~ ,0,0
9937,10,"19세기 구한말이나, 20세기 구한말이나 ㅋㅋㅋ 늑약당한건 똑같네 ㅋㅋ ",0,0
9938,10,관람객멋진 배우들을 만날 수 있었던 영화 관람! ,0,0
9939,10,연기도 좋았지만 현재의 위기를 적나라하게 보여주네요 ,0,0
9940,8,아직도 우린 그 안에서 못벗어났구나.. 근데 송영창 배우는 왜 계속나오나요? ,0,0
9941,8,"슬프당., 나두 잘 살고 싶은뎅.,; 그러질 못하고 이 생 마감할까봐., ㅠㅅ;. 금모우기 한 국민들 불쌍하구 귀엽당;. 그때 타이타닉 영화한편으로 도로아미타불됐다는 우스개소리도 나왔었는뎁;. ㅋ ",0,0
9942,10,관람객역사는 반복됩니다지금도 나라가  똑같이가고있다는것 ,0,0
9943,10,헬조센의 건국신화 이야기 ,0,0
9944,9,"imf라는 소재자체가 워낙 드라마티컬하니까 중간은 가겠지라고 생각하고 별 기대 없이 봤는데, 이렇게나 그 시기의 여러 계층과 처지의 사람들을 다층적으로 보여주면서 아픈데 찌를지 몰랐다. 잘 만든 아픈 영화네요... ",1,1
9945,8,예전에 극장에서 본 영화인데 다시보니 추억 ㅋㅋ은근 몰입해서 보게 되는군요. 영화가 재밌고 재미없고를 떠나서 IMF당시 우리나라가 어떻게 되어가는지는 나름 잘 보여준거 같습니다. ,1,1
9946,10,2021년 연말에 이 영화 유행할듯.               김영삼=문재인 ,1,1
9947,4,"연기,영상미는 좋았으나. 스토리는 실화를 바탕으로 했고...연출은... 빅쇼트를 따라한거 같은 느낌이 많이 남... 빅쇼트란 영화가 없었다면 별4점. 중간에 돈벌거라고 기뻐하는투자자를 혼나는것도 빅쇼트에서 브레드피트...",1,1
9948,8,집으로 노후자금 안된다고 현금과 금을 보유하라고 안전핀 빠진 수류탄 계속 들고 존버하면 자폭이야 개폭망ㅋ ,1,1
9949,7,우리나라 많은 사람들은 그래도대기업이라는 가장 보편적인 종교를 믿는다. ,1,1
9950,8,"재정부 차관 연기가 최고 압권!! 진짜로 화나게 하는 밉상, 진상의 끝김혜수는 좀 감정이나 행동이 오버라.. 누가더 맞았을까 잠깐 고민~최근 여당 졸속으로 진행된 추경 35조도 이같지 않았을까.. 가계 대출도 높은데...",1,1
9951,6,소재는 괜찮은데내용은 빅쇼트 못따라가네 아쉽 ,1,1
9952,8,스포일러가 포함된 감상평입니다. 감상평 보기IMF를 악의축으로 규정해놓은 것은 아쉽네요. 순기능은 철저히 무시하는 듯합니다. 막말로 쟤네라도 있어서 버티면서 극복한겁니다. 감정적으로 우리나라를 피해국으로 만들고 IMF때문에 더 힘들어졌다는 느낌이 강한것은 납...,1,1
9953,10,재밌네요. 보면서 정치하는 윗선들의 무능함에 환멸느끼고 결정의 피해는 고스란히 무지한 서민들에게 돌아가는 사실을 다시 한번 느꼈습니다. 뭘 믿고 살아야할지 정말... ,1,1
9954,7,요즘도 통화 스와프 없으면 간당간당 하다 ,1,1
9955,6,` ,1,1
9956,10,한국인들이라면 봐야할 영화 ,1,1
9957,8,이영화보고 코로나때메 나도 달러산다 다들 달러사시오 ,1,1
9958,10,미리 성지순례 옵니다~~~ ,1,1
9959,9,관객수 안나온게 신기..내용이 그렇게 적나라진않지만..전개자체가 뭘 암시하는지 쉽게설명되는거 같아요 ,1,1
9960,10,관객수가 적었어도 감명깊다면 그걸로 됐다. 세상을 보는 새로운 시각을 배운 것 같다. ,1,1
9961,10,"평점 9.5점 주고 싶다!.많은 것을 담았다. '위기'라는 것에 대하여 여러가지 시각으로 접근한 것도 매우 좋았고, 그 과정과 결과도 개연성있게 잘 나와있었다.물론 각색이라 현실과의 조금 다른 부분도 ...",1,1
9962,10,전반적으로 너무 잼있어요. 꼭 봐야할 영화 같습니다. ,1,1
9963,10,보는 내내 마음이 너무 아팠습니다. ,1,1
9964,10,정말 보면서 엄청 울었습니다. ,1,1
9965,10,배운사람들이라면 우리나라 경제와 역사를 한번쯤 되돌아보는 계기가 되었으면 ,1,1
9966,10,국가 부도의 날은 과거도 맞지만 현재도 맞다 ,1,1
9967,10,연기력 연출 다 몰입도 있었다 현실적 스토리라 씁슬하기도... ,1,1
9968,7,내가 아는 IMF는 김혜수가 눈물흘리는 사태가 아니다. ,1,1
9969,5,솔직히 소재는 정말 훌륭했지만 영화는 한낱 신파물에 그친거 같음 조금 더 냉정하고 냉혹했더라면 어땠을까 ,1,1
9970,9,연기도 내용도 좋았어요 확실히 몰랐는데 뭔지 대충 알게 되네요 깨인시각으로 봐야지 ,1,1
9971,7,"너무 어렸을때라 실감나지 않았던, 잊고있었던 imf에 대해 다시 생각하게 해주네요. ",1,1
9972,10,조우진 너무 쓰레기같이 연기 잘하네 ,1,1
9973,8,관람객IMF를 겪지않은 세대는 공감하기 어려울수도 ,1,1
9974,10,처음으로 평점쓰는데 정말 재밌고 깨달음을 얻기 좋은 영화입니다 꼭보십쇼 ,1,1
9975,10,우리나라에서 터진 소리없는 전쟁이야기 ,1,1
9976,10,"실화이고, 다시한번 되돌아보고, 메세지가 확실했습니다. 재밌게 봣습니다. ",1,1
9977,8,얘기는 제대로 하고 있고 확실히 이해는 되는데 그게 좀 서두가 긴 감이. 그래도 열 받게 만들었으니 영화는 만족. ,1,1
9978,10,관람객좋았어요 재밌게 잘 봤습니다 :) ,1,1
9979,8,관람객거의 실화이니 참 재밌게 본 영호 ,1,1
9980,9,IMF에 대해 무지했었는데많은걸 깨달았습니다.. ,1,1
9981,9,많은 생각을 하게 해주는 영화 ,1,1
9982,10, 광복 후 제거하지 못했던 썩은 친일 친미파(언론포함)와 그런 독재자를 뽑은 멍청한국민. 세계를 지배하는 유대인자본의 꼴라보 ,1,1
9983,8,"그 시대 살아왔던 나로선, 안타까운 현실이었다.. 은행이자가 40% 육박했던 . . .  우리나라 국민들 대부분 . . . 어려뤘던 현실 . . 하지만, 금모으기 운도으로 다시 일어선 대한민국 . .  우리 부모님도...",1,1
9984,2,관람객재미있었어요다음에  또보고싶진않네요 ,1,1
9985,9,관람객연기랑 너무 잘하시고 좋은영화에요 ,1,1
9986,7,관람객재밋어용ㅇ재밋엇어오ㅛㅇ ,1,1
9987,10,최고의 영화였어요! ㅠㅠ 1997년 그땐 제가 어려 잘 몰랐었는데 이 영화 보고 IMF 사태 지식과 경제공부에 도움이 되었습니다! 너무 감동적이었어요. ,1,1
9988,10,최고의 영화. 항상 깨어있어라. 명심하겠습니다. ,1,1
9989,10,을사오적 강화도조약이 생각납니다.김혜수님 뿐만아니라 모든분들 연기력에 감사드립니다. 깨어있는 사고로 무능하고 무지한 리더를 물리칩시다. ,1,1
9990,8,관람객재미있게 봤읍니다 옛날 생각이나는 좋은영화 ,1,1
9991,8,관람객좋은영화인데 12세는 이해하기어려움 ,1,1
9992,10,보면서 짠나 나네 혼자 아등 바등 기득권 세력은 지살 궁리 다하고  후 .. 하지만 20년 지난 지금도 기득권 세력이 나라 다 망해 먹지 뭐 ,1,1
9993,9,관람객영화는 10점 만점이지만  부도는 현실이었기에 마냥 좋치만은 않군요ㅠ ,1,1
9994,10,IMF 시대에 살아오진 않았지만 그 시대의 아픔을 조금이나마 이해할 수 있었던 영화.깨있는 눈으로 세상을 바라보라는 말이 인상깊었다 ,1,1
9995,10,쓰레기들이 너무 많아서 나라가 망하는군 ,1,1
9996,10,관람객그냥봤음 10점드립니다 ,1,1
9997,6,관람객처음엔 몰입도가 좋았는데 막판엔 별로 ,1,1
9998,10,다들 연기도 너무 좋았고 지금의 경제 상황에 대하여 국민들에게 경고하는 듯한 느낌을 주는 인상깊은 영화 같아요 ,1,1
9999,8,관람객그럭저럭 볼만한 볼만한 영화였습니다 ,1,1
10000,9,공감되고 재밋엇다.. ,1,1
10001,6,상식의 정석을 비웃는 시대 ,1,1
10002,10,오랜만에 영화다운 영화 봐서 기분좋다 김혜수 연기는 정말 말로 표현할수없고지금 우리나라 사회경제도 저렇게 가고 있다는걸 잊지말자 다시한번 큰 위기가 닥칠거라는걸.. ,1,1
10003,10,관람객너무 재밌었어요ㅜㅜ김혜수님 리스펙합니다. ,1,1
10004,10,관람객잘 봤습니다-~김혜수 씨 연기가 좋았습니다 ,1,1
10005,8,관람객재밌게 봤지만 너무 드라마. 겪었던 기억엔 훨씬 더 다양한 모습이 존재했었다. 좀더 많은 상황을 다큐처럼 포함했다면 금상첨화였을듯 ,1,1
10006,8,현실적.. 김햬수 캬릭 실존인물임?? ,1,1
10007,10,록펠러 로스차일드 재단의 IMF의횡포를 잘 구성한것 같음Fucking 제수이트 일루미나티이건10점이 아니라100점각 ,1,1
10008,6,관람객 재미있는영화인거같습니다 ,1,1
10009,8,관람객이해하기어려웟우요ㅜㅜ ,1,1
10010,5,97년 S그룹 잘 다니고 있어서 그땐 아무런 어려움도 못느꼈었는데...물론 회사내외로 구조조정을 8번이나 시행하면서 수많은동료들이 떠나갔지만..근데 차관역 조우진은 발음도 떼떼거리며 지가 잘못한것도 모든걸 다 김혜수...,1,1
10011,6,초중반까진 그냥저냥 볼만한데 ㅋㅋ마지막엔  뭐이러냐 허무하냐 ,1,1
10012,7,"심심하거나 과한 주연 캐릭터설정, 계몽주의적 후반의 아쉬움에도 불구하고 조우진은 묵직했고 가지고 있는 소재와 전반의 전개는 흥미로웠다. 좀 더 보고 싶어지는 그 시절의 이야기들. ",1,1
10013,7,그냥 보통 영화. 무난하네요 ,1,1
10014,8,관람객조우진 연기가 일품이었던 영화. ,1,1
10015,7,관람객IMF가 기억 나네요... ^^;; ,1,1
10016,10,지금이 더 힘든IMF인거 같네요그걸 다들 아시는지...어떤 해결점이 있어야할듯 ,1,1
10017,7,중간에 인물관계가 그렇게 이어질줄이야 ; ,1,1
10018,6,관람객딱 기대한 정도 만큼의 영화 였습니다. ,1,1
10019,10,영화관에서 볼수 있었으면 더 좋았을 것을 특히  재정부 차관 역할 하신분 이영화 살리 셨습니다. 잘하시네요 반전 매력 ,1,1
10020,10,잘만들었다  재미는 별로 ,1,1
10021,10,20년전이 생각나고...왜 지금의 사회 상황과 비슷하다는 느낌 이 드는지. ,1,1
10022,8,관람객아는아람이 힘이다 재밌음 ,1,1
10023,6,복기와 반추보다는 분노와 의심을 심는데 포커스를 맞춘 '그 날'의 작품화 ,1,1
10024,8,감독이 메시지는 지금이 위기다 위기의 현실을 직시해야한다 그리고 변해야 한다 아니면 imf는 다시온다 ,1,1
10025,8,인간을 사랑해야 하나 또한 인간은 얍쓰하다.그때 당시 관계되는 인간들은 어디서 무엇을 하며 살고 있지! 뜬금없는 말 같지만 우리나라에는 명문대는 없다! 고연봉만 받는 돈충만 있을 뿐이지! ,1,1
10026,10,재밌다. 초중반 국가부도 나기 까지 긴장감 있음. 실제라서 가슴이 아팠기도 했다. 지금 시국에 꼭 봐야 할 영화이다. ,1,1
10027,6,IMF시기가 왜 왔나에 대한 다큐무비. ,1,1
10028,8,재밌는 영화라기보단... 경각심을 주는 영화라고 생각된다. ,1,1
10029,7,관람객재미있게 봤지만 두번보기에는 찜찜한 영화. ,1,1
10030,6,관람객그냥그냥그냥 볼만 했음요 ,1,1
10031,5,IMF이야기 여러가지를생각하게하는영화 ,1,1
10032,10,그때보다 지금이 더 힘들다는거 ㅠㅠ ,1,1
10033,6,대비되는게 2008년도 일본 외환대비 1초에 1억엔씩 외환방어해서 조지소로스 눈물흘리고 도망간거. 국가 격이 다르지. 두 사건을 같이 보여주었으면 좋았을것을 ,1,1
10034,8,내가 한국인이 아니라면 별점 6점짜리임! ,1,1
10035,8,동일글자 5회이상 못한다는건 뭔 개소리야 ㅡㅡ5회이상 연속인거 없었는데 참 네이버 대단들하다 ,1,1
10036,10,관람객개꿀개꿁개꾸루깸꾸ㅡ ,1,1
10037,10,솔직히 다른영화들이 너무압도적이라 묻힌듯 ,1,1
10038,8,관람객굿굿굿굿좝밥밥굿굿잡 ,1,1
10039,8,관람객선생님이 보라고 권유 하셔서 ,1,1
10040,7,관람객스토리 마지막이 약간 흐지부지해서 7점 ,1,1
10041,7,관람객그저그랫어용나름볼만 ,1,1
10042,8,관람객그냥그랬어요~@#@ ,1,1
10043,6,관람객그럭저럭 보기 좋았던 영화였습니다 ,1,1
10044,8,관람객영화에서 일어난 일이 실제로 일어날까.. ,1,1
10045,8,관람객오랜만에 흥ㅂ준되서 봤네요 ㅎㅎㅎ ,1,1
10046,10,관람객요즘 경제 상황과도 흡사해 감동이었습니다. ,1,1
10047,10,IMF 때 사업 부도를 겪으신 아버지를 능력 부족이라고만 여겼던 제 자신이 너무 부끄럽습니다.. ,1,1
10048,10,진짜 최고에요 경제의 어려움이 얼마나 무서운지 체감 할 수 있었어요 ,1,1
10049,8,관람객유아인 김혜수가 안만나서 조금 실망 ,1,1
10050,6,다큐도 아닌데 후반부나 결말에 임팩트가 없다. 또 관객들에게 던지는 확실한메시지도 없다.보고난후 IMF사태 다큐본것 같다. ,1,1
10051,7,중반부까진 이 배우들로 이정도 희열감이라니.. 라는 생각이었다만.. 그래도 마지막 작은 한방이 있다. ,1,1
10052,8,괜찮은 영화다 오늘 커니션꽝 ,1,1
10053,9,관람객달러 총알 없어서 한국이 경제 전쟁에서 지고 삥 뜯기면서 '환골탈태' 하게 된 내용. IMF 울엄마 금반지 가져감ㅋㅋ ,1,1
10054,8,관람객적당히 볼만해요 10자 이상 ,1,1
10055,9,관람객이러ㅑ딘아러ㅣㄴ나ㅣㅇ러이ㅓ라이러아리 ,1,1
10056,6,관람객그럭저럭 볼만했습니다. ,1,1
10057,8,관람객영화 스토리나 내용면에선 재미 있고 다시금 알게되는 지난일이지만...영화관에서 보기보단 집에서 편안하게 보기좋은 영화같네요 ,1,1
10058,7,관람객메세지의 전달능력.... 영화적인 완성도는 한국스러웠다 ,1,1
10059,10,자위망국당 전신이 IMF당시 신한국당 놈들~국민들 속이고 국가부도 사태가 국민들 과소비 때문이라 개소리 하던거 엊그제 같은데 영화 정말 잘 만들었네~지금도 지들 싸놓은 똥 치우고 있는 현정권이 경제 망친다며 게거품 ...,1,1
10060,6,관람객그럭저럭 볼만했습니다 ,1,1
10061,10,관람객위기를 기회로!잘봤습니다 ㅎㅎ ,1,1
10062,10,위기는 기회다.  영화는 좋았는데 상영관  매너없는 두 노부부가 눈살 찌푸려졌다 갑질좀 하지말자  나이값좀 하자 ,1,1
10063,8,한국은행에 대출하러 들어간 허준호의 클라스가 ㅎㄷㄷ했던 영화 ,1,1
10064,10,우조ㅁ들 다 도망 갔네 ㅋㅋ 즈그들이 불리한 건 도망 가죠^^ 누구 때문에 이 사단이 났었는 지 ㅎㅎ 개꿀떡~^_^ ,1,1
10065,10,유투버 박홍기 생각나네. ,1,1
10066,7,"정계, 금융계, 관료계, 서민들을 아우르는  스토리. 개연성이 떨어지는 부분, 비현실적인 부분들이 좀 있어 안타까웠지만 우리 사회에 주는 메세지는 명확하다. '호구가 되지 말자' ",1,1
10067,7,"관람객뭐랄까, 스릴 넘치는 건 아닌데 그냥 볼만함...반전이나 그런 것 없이 다큐영화 같은 느낌 ",1,1
10068,8,관람객Fkakskcuxuas ,1,1
10069,8,"개인적으로 imf협상가,허준호의 연기가 가장 임팩트 있었음,흥미요소보다는, 현실반영 영화로 잘 만들어 냄. ",1,1
10070,10,관람객보고나서 씁쓸해지는.. 영화는 재밌게 봤네요느끼는게 많은 영화 ,1,1
10071,10,20대는 공감하기 어렵겠지만 반복되는 경제불황 공감 ,1,1
10072,10,유아인도 비중있네!! ,1,1
10073,10,관람객타아유아니이리류류류류ㅡㄹ ,1,1
10074,8,괜찮아요 너무 몇달동안 기대를 해서 그런가 그다지 ,1,1
10075,10,다시반복될 국가부도의날 얼마안남았다고 생각 ,1,1
10076,10,아..조우진 진짜..개때리고싶었음.. 근데 연기 개쩔었음... ,1,1
10077,10,갑수씬 촬영때 앵글이 흔들려서 멀미가 나긴했어요.. 영화가 굉장히 의미있고 좋은 소재로 잘 만든것같아요 ,1,1
10078,10,관람객그때 당시 얼마나 힘들었는지 좀 더 알게된 영화.. ,1,1
10079,10,되돌아 보면 정말 힘들었던 시절 이었어요그당시 조그만 사업했던 한 사람으로서 영화보는 내내 감회가 남 달랐습니다~ ,1,1
10080,8,관람객넘넘 재믹어요 짱짱맨 유후 힛 ,1,1
10081,10,관람객연기도 좋고 내용도 흥미진진하게 잘 봤어요 ,1,1
10082,9,단점 한가지는 비밀.직접 찾아보세용.  ㅎㅎ ,1,1
10083,10,댓글부대 아닌 레알 후기입니다.30대 이상부터는 정말공감.그 당시 기억회상하며 보는 내내 먹먹했습니다 ,1,1
10084,10,잼있어요.가벼운 마음으로 가서 많은 걸 생각하게 하네요 ,1,1
10085,10,많이 보고 이런 일이 다시는 일어나지 않도록 우리모두 두눈 똑바로 뜨고 살아야겠네요 ,1,1
10086,10,지금도 위기에 투자해야하는 시점이다. ,1,1
10087,8,그 시대를 다시 한번 느끼게 되었고 배우들 연기 굿인데 제 개인적인 엉뚱한 생각일지 모르지만 아로*민이 생각난 1인입니다;;; 광고가 너무 저한테는 강했던듯 인정? ,1,1
10088,10,뜻깊은 영화입니다. 추천 ,1,1
10089,10,이런 영화가 많이나와야... ,1,1
10090,10,알면서도 아무것도 할수없는 현실이 씁쓸하다 ,1,1
10091,10,잘보고왔어요. 면접이 코앞인데 뭔가 깨닫게 해주는 영화였습니다 ,1,1
10092,10,관람객보고왔습니다. 오랜만에 즐겁게 봤습니다. ,1,1
10093,10,관람객영화 재밋게봐습니다  울뻔했네요 ,1,1
10094,10,지금 은행에 돈 빼러 갑니다 ,1,1
10095,10,"관람객배우분들 연기도 좋았고, 재미있게 봤습니다. ",1,1
10096,10,시간가는 줄 모르게 본 영화 ,1,1
10097,10,정말 잼잇게봣습니다 ㅅ ,1,1
10098,10,이런걸 재미로 보려는사람들이있나.. ,1,1
10099,10,"우리나라의 본격적인 경제영화  제1호작, 감독에게 박수 보낸다 ",1,1
10100,8,"병점롯데시네마 19:50분  K5,K6열 앉아계시는아줌마 아저씨 특히 아줌마 발올리고 의자계속차서 영화집중 1도안됐어요, 그냥집에서 영화다운받아보세요 영화관가지마세요 진짜 개OO민페세요 ",1,1
10101,10,당시 한나라당 정부의 무능함을 비하인드 스토리로 여과없이 보여준 다큐멘터리 실화극 입니다. ,1,1
10102,10,두번은 진심 못보겠다 속터져서그시절 생활이 생각나서 ,1,1
10103,9,조우진 허준호 연기 대박 물론 다른분들도 당연귿귿 ,1,1
10104,8,최소 중박정도는 칠것같음. 배우들 연기 모두 괜찮았고 특히 조우진씨 연기 인상깊었음 ,1,1
10105,10,평범한서민입니다영화를보며선큰영감을 얻었습니다그리고 한국이미국손안에 있다는걸한국뿐만아니라전세계가미국손안에있을겁니다제가이영화를보고결론내린답은전세계가빚을갚을능력이안되면미국이달러를붕괴시킬것이라고예상해봅니다.아니일어날 현실이...,1,1
10106,7,봐야할 영화..재미는 별로 ,1,1
10107,10,"일루미나티들의 음모, 경재식민지의 시작, IMF총재의목적... ",1,1
10108,5,마지막에 뒤통수 맞은 느낌.엄청난 걸 싸고 닦지 않고 나온 것만 같은찝찝함으로 영화관을 나왔다.결말 20분전까지는 볼만했지만 말이다. ,1,1
10109,10,말이필요하냐~~~~!!! ,1,1
10110,10,또하나의 국민은 개돼지인 이유입니다 ,1,1
10111,10,영화보고 잘때까지 여운이 가시지 않았습니다. ,1,1
10112,8,엔딩이 아쉬워요 ㅠㅠㅠ ,1,1
10113,10,이때 배불린 기업들 다 망해라 ,1,1
10114,8,"폭력배+사기꾼 집단이었던 군사독재 정권을 이어받은 무능했던 문민정부는 국가가 결딴나기 직전까지도 ""펀더멘털이 턴턴하다""는 개소리나 해댔었지!물태우 만큼이나 존재감 없었던 무식한 땡삼이!! ",1,1
10115,8,국가부도 이후 그 극복의 시절도 영화로 보고 싶어지네요 ,1,1
10116,7,뭔가 보여주려고 하는건 많은거 같은데 조금 아쉽다?? ,1,1
10117,10,마지막을 계속 생각나게 하는.. ,1,1
10118,6,재미가 막 있진 않지만 1997년 내 나이 25. 서서히 잊혀져가는 그 때가 또렷이 기억나서 너무 슬프다...그 때 진짜 힘들었는데.. 단체과람 온 고딩애들 중 우는 애들도 많던데...얘들은 왜 울지?? ,1,1
10119,10,과연 누구의 잘못인가... ,1,1
10120,9,머리가 머리가 아니니까 ,1,1
10121,10,리얼 트루 현실 공포영화 ,1,1
10122,10,그 시절 군대에 있었는데 울엄마 혼자 아들키우면서 어떻게사셨는지.. 맘이 많이 아팠네요열심히 살아야겠단 생각이 많이 나네요 ,1,1
10123,10,재밌었다. 평점 바꾼다..근데 ㄹㅇ로 저런 상황에선 나라 버린놈이..승리하네..ㅡ그 사이에서 국민들은..무슨죄냐 ,1,1
10124,9,이 시대의 부모님들 생각나는영화존경스럽다 모두들. ,1,1
10125,7,"배우들의 연기는 그들의 이름으로 이미 검증된건 사실이고, 소재는 참신했으나 디테일면에서 조금 아쉬움 이런류는 오히려 빅숏이 더 쌈박하다. 10년주기설에 딱맞춘 제작자의 기획력이 센스있다. ",1,1
10126,10,"""두 번 다신 지고 싶지 않아요"" ",1,1
10127,8,관람객소재도 참신하고 배우들 연기도 좋았고 잘 만들었다. 근데 스토리 개연성이나 캐릭터 설정이 좀 허술함. 캐릭터 캐릭터 설정 그것이 좀 많이 부족 ,1,1
10128,8,볼만한 영화  입니다.. 하지만 다소 조금 아쉬운 영화 입니다.. ,1,1
10129,10,그냥대박ㅊ연기대박 후 ,1,1
10130,10,세월호 선장이나 그때 그 정부나 도긴개긴이구나.! ,1,1
10131,7,관람객기대했던거 보단 아니지만 재미있어요 ,1,1
10132,10,어린사람들이 이해하기는 어려운영화 ,1,1
10133,9,관람객IMF당시 상황을 모티브로한 영화라 액션영화만큼 그런 긴장감은 없던건 어쩔수 없었던것 같아요 이점 빼고는 괜찮았습니다 ,1,1
10134,10,"디테일과 개연성은 아쉽지만, 현실감과 메시지는 좋았어요 ",1,1
10135,10,영화 내내 사람들의 깊은 한숨과 안타까운 탄식이 들렸다. 20년전의 이야기이자 20OOO 현재의 이야기 ,1,1
10136,10,"한국의 과거, 현재, 그리고 미래 ",1,1
10137,8,재밌었다. 하지만 한국판 <빅쇼트>에서 크게 벗어나지못함 ,1,1
10138,10,대한민국 국민이라면 꼭봐야할영화 ,1,1
10139,10,기억해야 할 영화!!! ,1,1
10140,10,"올해 한국 영화 중 최고.. 연출, 배우들 연기 어느 하나 빠지는 게 없다..진심 2시간 내내 심각한 표정짓고 집중하게 만드는 영화. 그나저나 조우진은 진짜 작품이 계속 들어올 수 밖에 없을 듯 ",1,1
10141,10,이시대를 사는 모든 국민이 봐야할 영화. 4천만 가즈아!! ,1,1
10142,8,옛날기억 되새기며 재미있게 보다가 뒤에가서는 지금의 경제상황에 대한 이전정부로의 책임전가의도가 보이는 영화 ,1,1
10143,10,대한민국 구민이라면 꼭 봐야 할 영화 ,1,1
10144,10,흐르는 눈물을 멈출수 없었어요 ㅠㅠ ,1,1
10145,9,역사 자체가 스토리 이기에 좀 약하지만 지나치게 만회하고도 남는 배우들의 연기. 위기는 반복된다. ,1,1
10146,10,IMF 시대는 아니지만 2시간 영화 보는 내내 긴장했고 금모으기 운동을 했다는게 제일 기억에 남는다 내가 직접 격어보지는 않았지만 얼마나 힘들었는지 알 수 있는 영화였고 나라를 위해서 많은 노력을 해주셨다는게 감동이...,1,1
10147,9,관람객다시는 겪고싶지 않은 이야기 ,1,1
